Date,Store Number,City,Zip Code,County Number,Category,Vendor Number,Item Number,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Margin,Price per Liter
2016-02-02,4205,MARSHALLTOWN,50158,64,1071100,55,57161,1750,6.5,9.75,6,58.5,10.5,2.77,19.5,5.57142857143
2016-02-01,4773,WEST DES MOINES,50265,77,1011300,85,26820,375,7.0,10.5,2,21.0,0.75,0.2,7.0,28.0
2015-09-23,2625,DAVENPORT,52804,82,1062310,260,43337,1000,11.75,17.63,120,2115.6,120.0,31.7,705.6,17.63
2015-05-27,4251,AMES,50014,85,1031080,434,36308,1750,7.17,10.76,12,129.12,21.0,5.55,43.08,6.14857142857
2015-03-11,2642,PELLA,50219,63,1012100,115,10549,600,7.12,10.68,1,10.68,0.6,0.16,3.56,17.8
2015-07-08,2621,SIOUX CITY,51105,97,1011200,65,19476,750,16.79,25.19,12,302.28,9.0,2.38,100.8,33.5866666667
2015-10-19,2560,MARION,52302,57,1081700,384,76040,750,11.5,17.25,6,103.5,4.5,1.19,34.5,23.0
2015-05-22,3461,STUART,50250,1,1081400,434,86251,1000,2.42,3.63,12,43.56,12.0,3.17,14.52,3.63
2015-02-18,2500,AMES,50010,85,1031080,205,36971,1750,13.32,19.98,6,119.88,10.5,2.77,39.96,11.4171428571
2016-02-17,4676,SIOUX CITY,51101,97,1081330,434,82126,750,4.34,6.51,2,13.02,1.5,0.4,4.34,8.68
2015-07-08,4860,CEDAR RAPIDS,52404,57,1012100,260,11296,750,15.0,22.5,3,67.5,2.25,0.59,22.5,30.0
2015-08-19,3890,CEDAR RAPIDS,52405,57,1052010,389,49084,375,12.9,19.35,1,19.35,0.38,0.1,6.45,50.9210526316
2016-03-28,3952,BETTENDORF,52722,82,1022100,410,88296,750,27.0,40.5,60,2430.0,45.0,11.89,810.0,54.0
2015-07-13,2532,DES MOINES,50317,77,1011200,125,17206,750,17.6,26.4,6,158.4,4.5,1.19,52.8,35.2
2015-12-09,4630,DAVENPORT,52803,82,1041100,297,29993,200,1.2,1.8,48,86.4,9.6,2.54,28.8,9.0
2016-03-30,4697,IOWA CITY,52240,52,1052010,420,48099,200,5.74,8.61,48,413.28,9.6,2.54,137.76,43.05
2015-10-06,4727,ANKENY,50021,77,1031080,434,36305,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-03-02,3549,FORT MADISON,52627,56,1062310,260,43337,1000,11.75,17.63,12,211.56,12.0,3.17,70.56,17.63
2015-08-11,2606,HUMBOLDT,50548,46,1031200,380,41694,1000,7.5,11.25,12,135.0,12.0,3.17,45.0,11.25
2015-04-28,4025,BELLE PLAINE,52208,6,1081330,65,82846,750,6.3,9.45,2,18.9,1.5,0.4,6.3,12.6
2015-06-16,3881,MARSHALLTOWN,50158,64,1701100,65,553,750,6.83,10.25,6,61.5,4.5,1.19,20.52,13.6666666667
2015-12-17,2106,CEDAR FALLS,50613,7,1081335,434,82147,1000,5.0,7.5,12,90.0,12.0,3.17,30.0,7.5
2015-11-18,3819,DECORAH,52101,96,1062300,35,43197,750,8.26,12.39,2,24.78,1.5,0.4,8.26,16.52
2015-03-05,2663,URBANDALE,50322,77,1032080,35,34433,750,18.49,27.74,12,332.88,9.0,2.38,111.0,36.9866666667
2015-12-18,2521,WEST DES MOINES,50265,77,1012200,260,5347,1000,17.5,26.25,4,105.0,4.0,1.06,35.0,26.25
2015-05-26,4291,CRESTON,50801,88,1032080,370,34006,750,11.49,17.24,3,51.72,2.25,0.59,17.25,22.9866666667
2015-03-19,3712,MONTEZUMA,50171,79,1022100,395,89197,1000,12.5,18.75,12,225.0,12.0,3.17,75.0,18.75
2015-10-29,2567,DAVENPORT,52806,82,1041200,434,33716,750,4.75,7.13,1,7.13,0.75,0.2,2.38,9.50666666667
2015-07-16,4694,DAVENPORT,52806,82,1011300,85,86668,500,9.06,13.59,1,13.59,0.5,0.13,4.53,27.18
2015-05-27,2500,AMES,50010,85,1011200,65,19061,500,6.83,10.25,1,10.25,0.5,0.13,3.42,20.5
2015-02-02,3461,STUART,50250,1,1031100,300,36886,750,3.31,4.97,12,59.64,9.0,2.38,19.92,6.62666666667
2015-11-21,4733,URBANDALE,50322,77,1062310,259,43028,1750,11.55,17.33,6,103.98,10.5,2.77,34.68,9.90285714286
2015-10-07,3584,OELWEIN,50662,33,1031080,297,35916,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-01-14,4509,AMES,50010,85,1022100,410,88294,375,14.0,21.0,2,42.0,0.75,0.2,14.0,56.0
2015-02-11,4289,WAUKON,52172,3,1022100,395,89198,1750,20.25,30.38,1,30.38,1.75,0.46,10.13,17.36
2016-03-07,4455,ELDORA,50627,42,1031080,434,36308,1750,7.17,10.76,12,129.12,21.0,5.55,43.08,6.14857142857
2015-12-26,4673,WEST POINT,52656,56,1081600,421,64866,750,8.98,13.47,12,161.64,9.0,2.38,53.88,17.96
2015-06-09,2624,DUBUQUE,52002,31,1012100,260,11290,300,7.35,11.03,2,22.06,0.6,0.16,7.36,36.7666666667
2015-12-17,2635,DAVENPORT,52807,82,1011100,260,25608,1750,11.96,17.94,18,322.92,31.5,8.32,107.64,10.2514285714
2015-08-11,3390,MILFORD,51351,30,1081500,121,74740,750,10.5,15.75,2,31.5,1.5,0.4,10.5,21.0
2015-04-29,4509,AMES,50010,85,1031200,205,40295,200,2.24,3.36,72,241.92,14.4,3.8,80.64,16.8
2016-02-23,2524,DUBUQUE,52001,31,1031100,297,35917,1000,4.17,6.26,24,150.24,24.0,6.34,50.16,6.26
2015-11-11,3655,SIOUX CITY,51104,97,1062310,260,43334,375,5.0,7.5,24,180.0,9.0,2.38,60.0,20.0
2016-03-21,2538,WATERLOO,50702,7,1082900,85,64676,750,18.56,27.84,2,55.68,1.5,0.4,18.56,37.12
2015-06-02,4743,COUNCIL BLUFFS,51503,78,1062200,35,43048,1750,15.0,22.5,6,135.0,10.5,2.77,45.0,12.8571428571
2015-03-02,2636,DES MOINES,50317,77,1031080,380,37338,1750,10.49,15.99,6,95.94,10.5,2.77,33.0,9.13714285714
2015-03-04,4232,MORAVIA,52571,4,1032080,260,34457,1000,17.5,26.25,2,52.5,2.0,0.53,17.5,26.25
2015-09-21,4552,BUFFALO,52728,82,1031080,260,37996,750,8.25,12.38,36,445.68,27.0,7.13,148.68,16.5066666667
2015-05-21,3769,CEDAR FALLS,50613,7,1031200,380,41693,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2015-10-14,4251,AMES,50014,85,1032080,115,34820,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2015-10-29,3731,DAVENPORT,52807,82,1081600,85,86888,1750,20.26,30.39,6,182.34,10.5,2.77,60.78,17.3657142857
2015-09-23,2572,CEDAR FALLS,50613,7,1081600,85,86888,1750,20.26,30.39,6,182.34,10.5,2.77,60.78,17.3657142857
2015-10-20,3592,FORT DODGE,50501,42,1031080,380,37348,1750,7.6,11.4,18,205.2,31.5,8.32,68.4,6.51428571429
2015-10-05,4267,ANITA,50020,15,1012100,260,10808,1000,18.5,27.75,2,55.5,2.0,0.53,18.5,27.75
2015-07-30,4638,DAVENPORT,52804,82,1052010,65,47785,375,8.09,12.14,3,36.42,1.12,0.3,12.15,32.5178571429
2015-03-02,3740,WATERLOO,50702,7,1011100,65,24458,1750,11.02,16.53,6,99.18,10.5,2.77,33.06,9.44571428571
2015-06-16,4620,FONTANELLE,50846,1,1011300,85,26828,1750,29.67,44.51,6,267.06,10.5,2.77,89.04,25.4342857143
2015-12-17,2579,GRINNELL,50112,79,1062310,260,43336,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-07-22,3890,CEDAR RAPIDS,52405,57,1031200,205,40594,750,6.9,10.35,1,10.35,0.75,0.2,3.45,13.8
2015-12-09,5017,LANSING,52151,3,1062200,434,45278,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2016-02-22,3952,BETTENDORF,52722,82,1081200,260,68037,1000,16.5,24.75,12,297.0,12.0,3.17,99.0,24.75
2015-10-27,2641,COUNCIL BLUFFS,51501,78,1012100,434,13036,750,4.26,6.39,12,76.68,9.0,2.38,25.56,8.52
2015-06-29,4431,FORT DODGE,50501,94,1051010,205,52596,750,5.92,8.88,4,35.52,3.0,0.79,11.84,11.84
2015-09-15,4255,ORANGE CITY,51041,84,1031080,297,35916,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-11-09,3917,DAVENPORT,52804,82,1081600,85,86887,1000,12.97,19.46,12,233.52,12.0,3.17,77.88,19.46
2015-06-23,2665,WAUKEE,50263,25,1012300,395,15776,750,13.0,19.5,6,117.0,4.5,1.19,39.0,26.0
2015-03-31,2620,WINDSOR HEIGHTS,50311,77,1081370,65,82866,750,6.3,9.45,1,9.45,0.75,0.2,3.15,12.6
2015-09-02,2500,AMES,50010,85,1062310,240,45887,1000,11.78,17.67,12,212.04,12.0,3.17,70.68,17.67
2015-02-26,2627,DES MOINES,50310,77,1011100,65,22784,375,2.09,3.14,24,75.36,9.0,2.38,25.2,8.37333333333
2015-04-09,2663,URBANDALE,50322,77,1041100,370,32238,1750,11.99,17.99,6,107.94,10.5,2.77,36.0,10.28
2015-12-21,2649,DUBUQUE,52001,31,1031200,380,41704,750,6.5,9.75,4,39.0,3.0,0.79,13.0,13.0
2015-10-26,2573,MUSCATINE,52761,70,1012210,370,5036,750,22.98,34.47,36,1240.92,27.0,7.13,413.64,45.96
2015-03-03,3942,TOLEDO,52342,86,1081390,260,65066,750,13.0,19.5,1,19.5,0.75,0.2,6.5,26.0
2016-01-11,2512,IOWA CITY,52240,52,1042100,260,28886,750,17.49,26.24,2,52.48,1.5,0.4,17.5,34.9866666667
2015-07-08,2623,SIOUX CITY,51104,97,1052010,420,48105,375,9.99,14.99,4,59.96,1.5,0.4,20.0,39.9733333333
2015-07-30,2612,PERRY,50220,25,1011300,85,26826,750,15.07,22.61,12,271.32,9.0,2.38,90.48,30.1466666667
2015-12-02,2500,AMES,50010,85,1022100,205,87643,750,10.0,15.0,12,180.0,9.0,2.38,60.0,20.0
2015-06-23,2509,CEDAR RAPIDS,52404,57,1062310,395,46504,750,10.0,15.0,12,180.0,9.0,2.38,60.0,20.0
2015-09-03,2635,DAVENPORT,52807,82,1012100,260,11296,750,15.0,22.5,12,270.0,9.0,2.38,90.0,30.0
2015-09-15,2602,WEBSTER CITY,50595,40,1031080,301,38176,750,9.65,14.48,3,43.44,2.25,0.59,14.49,19.3066666667
2015-08-19,2536,PLEASANT HILL,50317,77,1031080,55,37938,1750,7.11,10.67,6,64.02,10.5,2.77,21.36,6.09714285714
2015-11-16,4166,JESUP,50648,10,1062310,434,44657,1000,7.25,10.88,1,10.88,1.0,0.26,3.63,10.88
2015-06-10,2585,ALGONA,50511,55,1071100,395,58890,800,3.88,5.82,6,34.92,4.8,1.27,11.64,7.275
2015-07-08,2500,AMES,50010,85,1022100,395,89193,200,3.0,4.5,48,216.0,9.6,2.54,72.0,22.5
2016-01-19,4675,AMES,50010,85,1062310,260,43334,375,5.0,7.5,6,45.0,2.25,0.59,15.0,20.0
2015-04-28,2509,CEDAR RAPIDS,52404,57,1041100,259,29566,750,5.38,8.07,2,16.14,1.5,0.4,5.38,10.76
2015-01-07,2178,WAUKON,52172,3,1041100,55,30057,1000,4.0,6.0,1,6.0,1.0,0.26,2.0,6.0
2015-01-12,2666,ANKENY,50023,77,1012100,85,12478,1750,10.5,15.75,6,94.5,10.5,2.77,31.5,9.0
2016-02-23,2552,CEDAR RAPIDS,52404,57,1011100,125,27464,750,18.66,27.99,6,167.94,4.5,1.19,55.98,37.32
2015-09-04,4307,DUNLAP,712-2,43,1031200,229,73607,750,8.5,12.75,1,12.75,0.75,0.2,4.25,17.0
2015-05-19,2602,WEBSTER CITY,50595,40,1062310,395,46504,750,10.0,15.0,6,90.0,4.5,1.19,30.0,20.0
2015-01-13,3704,EMMETSBURG,50536,74,1081305,65,82607,1000,7.62,11.43,3,34.29,3.0,0.79,11.43,11.43
2016-01-25,4402,RIVERSIDE,52327,92,1081600,85,86886,750,9.85,14.78,4,59.12,3.0,0.79,19.72,19.7066666667
2016-02-03,4062,DES MOINES,50314,77,1052010,389,49189,200,5.7,8.55,24,205.2,4.8,1.27,68.4,42.75
2015-06-03,3778,DES MOINES,50310,77,1052010,389,49189,200,5.7,8.55,8,68.4,1.6,0.42,22.8,42.75
2015-03-05,4410,PERRY,50220,8,1012100,55,12408,1750,9.14,13.71,6,82.26,10.5,2.77,27.42,7.83428571429
2015-01-05,3651,INDIANOLA,50125,91,1101100,434,41846,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2016-02-09,3056,CLARION,50525,99,1012100,300,12668,1750,8.61,12.92,6,77.52,10.5,2.77,25.86,7.38285714286
2015-09-09,4588,SIOUX CITY,51103,97,1012100,260,11294,375,7.75,11.63,24,279.12,9.0,2.38,93.12,31.0133333333
2015-02-24,2619,WEST DES MOINES,50266,77,1012100,115,11788,1750,9.7,14.93,60,895.8,105.0,27.74,313.8,8.53142857143
2016-02-09,4209,GRIMES,50111,77,1032080,260,34456,750,12.5,18.75,12,225.0,9.0,2.38,75.0,25.0
2015-06-09,4461,WINDSOR HEIGHTS,50324,77,1012100,115,11774,375,3.07,4.61,6,27.66,2.25,0.59,9.24,12.2933333333
2015-09-24,2663,URBANDALE,50322,77,1012100,65,10626,750,7.88,11.82,12,141.84,9.0,2.38,47.28,15.76
2015-07-28,4346,SHELLSBURG,52332,6,1012100,421,12888,1750,8.98,13.47,1,13.47,1.75,0.46,4.49,7.69714285714
2015-01-22,2528,DES MOINES,50315,77,1081600,85,86884,375,4.54,6.81,24,163.44,9.0,2.38,54.48,18.16
2016-03-28,4808,COUNCIL BLUFFS,51501,78,1081600,421,64870,100,0.89,1.34,96,128.64,9.6,2.54,43.2,13.4
2015-11-23,3717,SUMNER,50674,9,1012100,65,15247,1000,6.81,10.22,1,10.22,1.0,0.26,3.41,10.22
2015-07-08,4023,BOONE,50036,8,1031100,300,36908,1750,7.47,11.21,6,67.26,10.5,2.77,22.44,6.40571428571
2016-03-08,2620,WINDSOR HEIGHTS,50311,77,1071100,55,57125,1750,6.5,9.75,6,58.5,10.5,2.77,19.5,5.57142857143
2016-02-08,2539,IOWA FALLS,50126,42,1032080,260,34457,1000,16.5,24.75,12,297.0,12.0,3.17,99.0,24.75
2015-01-21,3757,SIOUX CITY,51108,97,1031080,297,35918,1750,7.2,10.8,24,259.2,42.0,11.1,86.4,6.17142857143
2015-08-25,4252,MONTICELLO,52310,53,1012300,255,15884,750,18.66,27.99,1,27.99,0.75,0.2,9.33,37.32
2015-03-18,3890,CEDAR RAPIDS,52405,57,1081305,65,82604,375,3.07,4.61,1,4.61,0.38,0.1,1.54,12.1315789474
2015-03-04,3715,DAVENPORT,52807,82,1031080,434,36308,1750,7.17,10.76,6,64.56,10.5,2.77,21.54,6.14857142857
2015-06-15,2605,CEDAR RAPIDS,52402,57,1031080,260,37997,1000,9.25,13.88,12,166.56,12.0,3.17,55.56,13.88
2015-10-28,3916,OTTUMWA,52501,90,1081600,259,27453,500,4.25,6.38,4,25.52,2.0,0.53,8.52,12.76
2015-08-26,2500,AMES,50010,85,1011200,259,17916,750,14.97,22.46,3,67.38,2.25,0.59,22.47,29.9466666667
2016-01-25,2647,CEDAR RAPIDS,52411,57,1032080,420,34162,1000,20.63,30.95,2,61.9,2.0,0.53,20.64,30.95
2015-06-24,3715,DAVENPORT,52807,82,1011100,65,24456,750,5.51,8.27,12,99.24,9.0,2.38,33.12,11.0266666667
2016-03-31,3670,CORALVILLE,52241,52,1081700,384,76036,750,11.5,17.25,6,103.5,4.5,1.19,34.5,23.0
2015-07-09,4604,NEWTON,50208,50,1062310,240,45886,750,9.65,14.48,1,14.48,0.75,0.2,4.83,19.3066666667
2015-09-03,2587,JOHNSTON,50131,77,1031080,421,38089,100,0.89,1.34,48,64.32,4.8,1.27,21.6,13.4
2016-02-11,2564,WATERLOO,50701,7,1012300,370,15677,1000,16.49,24.74,6,148.44,6.0,1.59,49.5,24.74
2015-01-05,2191,KEOKUK,52632,56,1022100,434,89387,1000,6.92,10.38,12,124.56,12.0,3.17,41.52,10.38
2015-03-23,2535,WEST DES MOINES,50265,77,1031080,297,35926,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-02-05,3831,MADRID,50156,8,1011500,255,27102,750,18.09,27.14,6,162.84,4.5,1.19,54.3,36.1866666667
2015-01-07,2501,AMES,50010,85,1042100,370,28088,1750,22.49,33.74,2,67.48,3.5,0.92,22.5,19.28
2015-01-06,3830,CRESTON,50801,88,1081600,421,64868,1750,15.33,23.0,6,138.0,10.5,2.77,46.02,13.1428571429
2015-11-18,3869,CORALVILLE,52241,52,1031080,205,36968,375,3.5,5.25,4,21.0,1.5,0.4,7.0,14.0
2015-04-08,4509,AMES,50010,85,1062310,259,43026,750,5.78,8.67,24,208.08,18.0,4.76,69.36,11.56
2016-01-25,2573,MUSCATINE,52761,70,1011500,65,16416,750,11.54,17.31,3,51.93,2.25,0.59,17.31,23.08
2015-09-15,4451,WEBSTER CITY,50595,40,1031080,434,36304,375,2.07,3.11,24,74.64,9.0,2.38,24.96,8.29333333333
2015-08-17,2560,MARION,52302,57,1031200,260,77345,750,8.25,12.38,6,74.28,4.5,1.19,24.78,16.5066666667
2015-06-16,4167,DUBUQUE,52001,31,1031200,380,41694,1000,7.5,11.25,24,270.0,24.0,6.34,90.0,11.25
2015-11-21,2233,SPIRIT LAKE,51360,30,1012100,115,10550,750,6.75,10.13,12,121.56,9.0,2.38,40.56,13.5066666667
2015-12-16,2623,SIOUX CITY,51104,97,1071100,395,58835,800,4.62,6.93,6,41.58,4.8,1.27,13.86,8.6625
2015-08-13,4196,DAVENPORT,52806,82,1051010,259,52316,750,5.92,8.88,12,106.56,9.0,2.38,35.52,11.84
2015-02-19,3731,DAVENPORT,52807,82,1032200,370,34116,750,11.49,17.24,12,206.88,9.0,2.38,69.0,22.9866666667
2015-10-07,2625,DAVENPORT,52804,82,1012100,65,15247,1000,6.81,10.22,12,122.64,12.0,3.17,40.92,10.22
2015-05-19,4337,LARCHWOOD,51241,60,1022100,434,89448,1750,11.67,17.51,6,105.06,10.5,2.77,35.04,10.0057142857
2016-01-12,3495,MONTICELLO,52310,53,1031080,434,36305,750,3.34,5.01,3,15.03,2.25,0.59,5.01,6.68
2016-01-25,2591,ATLANTIC,50022,15,1031080,55,35318,1750,6.92,10.38,48,498.24,84.0,22.19,166.08,5.93142857143
2016-03-14,4892,DAVENPORT,52802,82,1012100,260,10805,375,7.75,11.63,2,23.26,0.75,0.2,7.76,31.0133333333
2015-05-07,2106,CEDAR FALLS,50613,7,1032080,260,34457,1000,17.5,26.25,12,315.0,12.0,3.17,105.0,26.25
2016-03-03,2106,CEDAR FALLS,50613,7,1032080,35,34433,750,18.49,27.74,12,332.88,9.0,2.38,111.0,36.9866666667
2015-02-03,4203,WAVERLY,50677,9,1031080,297,35918,1750,7.2,10.8,12,129.6,21.0,5.55,43.2,6.17142857143
2015-07-14,2607,SHENANDOAH,51601,73,1011100,65,22788,1750,7.61,11.42,6,68.52,10.5,2.77,22.86,6.52571428571
2015-09-09,2585,ALGONA,50511,55,1031100,300,36908,1750,7.47,11.21,6,67.26,10.5,2.77,22.44,6.40571428571
2015-04-15,3857,WAUKON,52172,3,1011200,65,19067,1000,12.59,18.89,12,226.68,12.0,3.17,75.6,18.89
2015-04-16,2567,DAVENPORT,52806,82,1031080,300,36901,500,4.67,7.01,1,7.01,0.5,0.13,2.34,14.02
2015-06-10,3722,SIOUX CITY,51106,97,1022100,395,89196,750,10.49,15.74,12,188.88,9.0,2.38,63.0,20.9866666667
2015-04-14,2565,SPENCER,51301,21,1031080,300,36904,375,1.8,2.7,24,64.8,9.0,2.38,21.6,7.2
2015-02-03,2522,SPIRIT LAKE,51360,30,1062200,297,44603,1000,4.37,6.56,3,19.68,3.0,0.79,6.57,6.56
2015-06-01,3707,CEDAR RAPIDS,52402,57,1062300,35,43095,750,8.5,12.75,6,76.5,4.5,1.19,25.5,17.0
2015-03-03,4634,CEDAR RAPIDS,52402,57,1032080,370,34004,375,6.49,9.74,8,77.92,3.0,0.79,26.0,25.9733333333
2015-03-10,2553,CRESTON,50801,88,1062200,35,43036,750,8.0,12.0,2,24.0,1.5,0.4,8.0,16.0
2015-12-15,2629,COUNCIL BLUFFS,51503,78,1012200,35,4866,750,13.73,20.6,4,82.4,3.0,0.79,27.48,27.4666666667
2016-01-21,2587,JOHNSTON,50131,77,1062300,370,42687,750,7.99,11.99,2,23.98,1.5,0.4,8.0,15.9866666667
2015-07-09,5102,MOUNT VERNON,52314,57,1012200,55,8827,1000,6.14,9.21,12,110.52,12.0,3.17,36.84,9.21
2015-11-19,4988,CEDAR FALLS,50613,7,1011200,461,22121,750,11.4,17.1,1,17.1,0.75,0.2,5.7,22.8
2015-09-17,2567,DAVENPORT,52806,82,1012100,115,11771,600,6.8,10.2,1,10.2,0.6,0.16,3.4,17.0
2015-04-27,2591,ATLANTIC,50022,15,1071100,55,57158,1750,6.0,9.25,6,55.5,10.5,2.77,19.5,5.28571428571
2016-03-15,4084,ANKENY,50023,77,1031200,260,39869,600,7.47,11.21,12,134.52,7.2,1.9,44.88,18.6833333333
2015-07-14,4006,LARCHWOOD,51241,60,1031080,434,36307,1000,4.05,6.08,24,145.92,24.0,6.34,48.72,6.08
2015-01-08,2248,DES MOINES,50312,77,1012100,115,11786,750,5.23,7.85,12,94.2,9.0,2.38,31.44,10.4666666667
2015-10-27,4231,LE MARS,51031,75,1012100,55,12408,1750,7.94,12.51,6,75.06,10.5,2.77,27.42,7.14857142857
2015-10-07,4107,BOONE,50036,8,1012200,35,4866,750,13.73,20.6,2,41.2,1.5,0.4,13.74,27.4666666667
2015-01-20,3816,RED OAK,51566,69,1081600,421,64868,1750,15.33,23.0,6,138.0,10.5,2.77,46.02,13.1428571429
2015-07-14,2666,ANKENY,50023,77,1071100,395,58860,1750,8.2,12.3,6,73.8,10.5,2.77,24.6,7.02857142857
2015-07-27,5013,BETTENDORF,52722,82,1081600,421,64858,3000,29.72,44.58,2,89.16,6.0,1.59,29.72,14.86
2015-05-11,2588,CEDAR RAPIDS,52403,57,1012200,260,5326,750,20.75,31.13,4,124.52,3.0,0.79,41.52,41.5066666667
2015-07-28,2544,MARSHALLTOWN,50158,64,1081380,55,84170,750,7.8,11.7,3,35.1,2.25,0.59,11.7,15.6
2015-10-14,3773,CEDAR RAPIDS,52401,57,1062310,260,43337,1000,11.75,17.63,72,1269.36,72.0,19.02,423.36,17.63
2015-05-28,2593,CARROLL,51401,14,1031080,434,36667,1000,4.32,6.48,36,233.28,36.0,9.51,77.76,6.48
2016-01-04,2648,WEST DES MOINES,50265,77,1082900,420,65126,750,23.31,34.97,3,104.91,2.25,0.59,34.98,46.6266666667
2015-03-02,2527,DES MOINES,50315,77,1071100,395,58860,1750,8.2,12.3,6,73.8,10.5,2.77,24.6,7.02857142857
2015-12-09,2625,DAVENPORT,52804,82,1031080,434,36307,1000,4.05,6.08,48,291.84,48.0,12.68,97.44,6.08
2016-02-16,3443,COUNCIL BLUFFS,51503,78,1012100,260,10807,750,15.0,22.5,12,270.0,9.0,2.38,90.0,30.0
2015-09-15,4981,TRAER,50675,86,1081600,421,64866,750,8.98,13.47,12,161.64,9.0,2.38,53.88,17.96
2015-07-07,3783,POCAHONTAS,50574,76,1022100,410,89626,750,28.0,42.0,2,84.0,1.5,0.4,28.0,56.0
2015-01-29,2836,WATERLOO,50703,7,1011200,65,27544,750,11.03,16.55,5,82.75,3.75,0.99,27.6,22.0666666667
2015-07-15,5067,STORM LAKE,50588,11,1012100,85,12479,1750,11.06,16.59,6,99.54,10.5,2.77,33.18,9.48
2016-01-05,4337,LARCHWOOD,51241,60,1081900,322,75211,750,10.0,15.0,12,180.0,9.0,2.38,60.0,20.0
2015-09-03,3528,MASON CITY,50401,17,1062300,35,43136,750,8.26,12.39,12,148.68,9.0,2.38,49.56,16.52
2015-09-09,3715,DAVENPORT,52807,82,1031100,300,36886,750,3.31,4.97,24,119.28,18.0,4.76,39.84,6.62666666667
2015-11-17,2604,LEMARS,51031,75,1081300,434,81204,375,2.28,3.42,5,17.1,1.88,0.5,5.7,9.09574468085
2015-01-12,2191,KEOKUK,52632,56,1081370,65,82867,1000,7.62,11.43,12,137.16,12.0,3.17,45.72,11.43
2016-01-11,5041,MONTEZUMA,50171,79,1031200,380,41693,750,6.5,9.75,24,234.0,18.0,4.76,78.0,13.0
2016-02-29,2532,DES MOINES,50317,77,1081200,305,73055,750,12.5,18.75,12,225.0,9.0,2.38,75.0,25.0
2015-04-21,3742,LEMARS,51031,75,1012100,115,11776,750,5.23,7.85,12,94.2,9.0,2.38,31.44,10.4666666667
2015-07-22,4232,MORAVIA,52571,4,1012100,260,11298,1750,31.99,47.99,6,287.94,10.5,2.77,96.0,27.4228571429
2015-11-04,4356,NEVADA,50201,85,1012100,260,11296,750,15.0,22.5,6,135.0,4.5,1.19,45.0,30.0
2015-02-10,4209,GRIMES,50111,77,1012100,55,12408,1750,7.94,12.51,6,75.06,10.5,2.77,27.42,7.14857142857
2016-02-02,4770,HUDSON,50643,7,1081600,421,64864,375,5.33,8.0,24,192.0,9.0,2.38,64.08,21.3333333333
2015-05-21,5029,DAVENPORT,52806,82,1022100,395,89193,200,3.0,4.5,48,216.0,9.6,2.54,72.0,22.5
2015-12-16,3354,DAVENPORT,52807,82,1031080,301,38177,1000,11.92,17.88,48,858.24,48.0,12.68,286.08,17.88
2015-10-27,4566,CEDAR RAPIDS,52404,57,1031080,434,36304,375,2.07,3.11,5,15.55,1.88,0.5,5.2,8.27127659574
2015-07-23,3920,CLINTON,52732,23,1011100,65,24454,375,3.15,4.73,24,113.52,9.0,2.38,37.92,12.6133333333
2016-03-30,4057,DES MOINES,50316,77,1031080,434,36306,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-06-29,4182,DYERSVILLE,52040,31,1081010,434,76486,750,3.38,5.07,3,15.21,2.25,0.59,5.07,6.76
2015-05-07,2587,JOHNSTON,50131,77,1031200,260,77375,750,8.25,12.38,1,12.38,0.75,0.2,4.13,16.5066666667
2015-08-24,2190,DES MOINES,50314,77,1031200,205,40297,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-05-27,3721,DECORAH,52101,96,1031080,55,35316,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-08-03,4148,INDEPENDENCE,50644,10,1011100,297,23828,1750,7.46,11.19,6,67.14,10.5,2.77,22.38,6.39428571429
2015-05-06,4202,SIOUX CITY,51106,97,1031080,380,37348,1750,7.6,11.4,6,68.4,10.5,2.77,22.8,6.51428571429
2015-07-15,2603,BETTENDORF,52722,82,1011100,154,27629,750,9.09,13.64,2,27.28,1.5,0.4,9.1,18.1866666667
2016-03-09,4674,AMES,50010,85,1011100,260,25606,750,7.0,10.5,12,126.0,9.0,2.38,42.0,14.0
2016-02-18,3769,CEDAR FALLS,50613,7,1031100,55,37938,1750,7.11,10.67,6,64.02,10.5,2.77,21.36,6.09714285714
2016-01-28,4638,DAVENPORT,52804,82,1031080,300,36903,200,1.13,1.7,96,163.2,19.2,5.07,54.72,8.5
2015-02-05,2248,DES MOINES,50312,77,1012210,65,5606,750,13.01,19.52,3,58.56,2.25,0.59,19.53,26.0266666667
2015-09-08,2565,SPENCER,51301,21,1032080,255,34122,750,26.0,39.0,1,39.0,0.75,0.2,13.0,52.0
